epoch,step,train_loss_epoch,train_loss_step,val_loss
0,199,,0.11639438569545746,
0,224,,,0.09051644802093506
0,224,0.11718288064002991,,
1,399,,0.11858789622783661,
1,449,,,0.09070543199777603
1,449,0.116644486784935,,
2,599,,0.11054432392120361,
2,674,,,0.09087254106998444
2,674,0.116402268409729,,
3,799,,0.11742942780256271,
3,899,,,0.09097608178853989
3,899,0.11623949557542801,,
4,999,,0.11289182305335999,
4,1124,,,0.09100719541311264
4,1124,0.11611094325780869,,
5,1199,,0.12238194048404694,
5,1349,,,0.09105758368968964
5,1349,0.11600597947835922,,
6,1399,,0.11109451949596405,
6,1574,,,0.09110838919878006
6,1574,0.115919329226017,,
7,1599,,0.11557991057634354,
7,1799,,0.11170946806669235,
7,1799,,,0.09125398099422455
7,1799,0.11584223061800003,,
8,1999,,0.11470005661249161,
8,2024,,,0.09119610488414764
8,2024,0.11577603220939636,,
9,2199,,0.11867661029100418,
9,2249,,,0.09134715795516968
9,2249,0.11571002006530762,,
10,2399,,0.11435659229755402,
10,2474,,,0.09133870899677277
10,2474,0.11565572768449783,,
11,2599,,0.11476799100637436,
11,2699,,,0.09137561172246933
11,2699,0.1156013160943985,,
12,2799,,0.11334791034460068,
12,2924,,,0.09142289310693741
12,2924,0.11555524915456772,,
13,2999,,0.11573921144008636,
13,3149,,,0.09138977527618408
13,3149,0.11551105976104736,,
14,3199,,0.11745405942201614,
14,3374,,,0.09141822159290314
14,3374,0.1154681146144867,,
15,3399,,0.10999397188425064,
15,3599,,0.10718569159507751,
15,3599,,,0.09148110449314117
15,3599,0.11543183028697968,,
16,3799,,0.12102522701025009,
16,3824,,,0.09157952666282654
16,3824,0.11539389938116074,,
17,3999,,0.12245241552591324,
17,4049,,,0.09151207655668259
17,4049,0.11536093801259995,,
18,4199,,0.11731158196926117,
18,4274,,,0.09156037122011185
18,4274,0.11532694101333618,,
19,4399,,0.1157664805650711,
19,4499,,,0.09159810096025467
19,4499,0.11529461294412613,,
